"pt_id"	"type"	"prep_no"	"sort_well"	"sort_plate"	"FACS_code"	"uniquely_mapped_percent"	"num_splices"	"num_GCAG_splices"	"insertion_length"	"deletion_length"	"unmapped_tooshort_percent"	"avg_mapped_read_length"	"deletion_rate"	"mismatch_rate"	"avg_input_read_length"	"num_ATAC_splices"	"num_annotated_splices"	"num_GTAG_splices"	"uniquely_mapped"	"multimapped_toomany"	"unmapped_mismatches"	"unmapped_mismatches_percent"	"total_reads"	"unmapped_other"	"insertion_rate"	"unmapped_other_percent"	"multimapped_percent"	"multimapped"	"num_noncanonical_splices"	"unmapped_tooshort"	"multimapped_toomany_percent"	"Assigned"	"Unassigned_Unmapped"	"Unassigned_MappingQuality"	"Unassigned_Chimera"	"Unassigned_FragmentLength"	"Unassigned_Duplicate"	"Unassigned_MultiMapping"	"Unassigned_Secondary"	"Unassigned_NonSplit"	"Unassigned_NoFeatures"	"Unassigned_Overlapping_Length"	"Unassigned_Ambiguity"
"7211_PRI_5_D12_P4"	"7211"	"PRI"	5	"D12"	"P4"	"CD56+ CD127-"	66.22	414208	2706	1.21	1.48	9.1	244.89	0.01	0.32	250	462	403052	408667	783872	96	0	0	1183719	237	0.01	0.02	24.65	291817	2373	107697	0.01	453424	0	0	0	0	342981	507793	0	0	126709	0	19778
"7211_PRI_5_E1_P4"	"7211"	"PRI"	5	"E1"	"P4"	"CD56+ CD127-"	56.53	85938	564	1.41	1.49	24.35	245.88	0.01	0.4	250	57	83468	85011	138293	8	0	0	244647	24	0.01	0.01	19.11	46754	306	59568	0	95728	0	0	0	0	28166	93096	0	0	23320	0	3591
"7211_PRI_5_E2_P4"	"7211"	"PRI"	5	"E2"	"P4"	"CD56+ CD127-"	61.46	217708	1146	1.39	1.71	15.27	245.69	0.01	0.4	250	111	213026	215507	305206	14	0	0	496588	50	0.01	0.01	23.26	115514	944	75804	0	206522	0	0	0	0	87731	215020	0	0	46937	0	9919
"7211_PRI_5_E3_P4"	"7211"	"PRI"	5	"E3"	"P4"	"CD56+ CD127-"	56.78	162879	865	1.34	1.61	17.01	245.58	0.01	0.43	250	80	158890	161324	233536	14	0	0	411301	0	0.01	0	26.2	107766	610	69985	0	159934	0	0	0	0	73077	211746	0	0	33143	0	7451
"7211_PRI_5_E4_P4"	"7211"	"PRI"	5	"E4"	"P4"	"CD56+ CD127-"	47.74	115663	740	1.38	1.62	18.14	245	0.01	0.43	250	93	111858	114126	180380	12	0	0	377813	38	0.01	0.01	34.11	128874	704	68509	0	121154	0	0	0	0	79865	230451	0	0	29249	0	5139
"7211_PRI_5_E5_P4"	"7211"	"PRI"	5	"E5"	"P4"	"CD56+ CD127-"	66.26	331608	2249	1.33	1.55	7.98	245.19	0.01	0.36	250	201	319252	327277	669035	65	0	0	1009708	404	0.01	0.04	25.71	259644	1881	80560	0.01	377349	0	0	0	0	260082	453423	0	0	145773	0	19133
"7211_PRI_5_E6_P4"	"7211"	"PRI"	5	"E6"	"P4"	"CD56+ CD127-"	54.41	376332	2770	1.33	1.62	20.15	244.92	0.01	0.36	250	185	364286	370968	683212	161	0	0	1255739	502	0.01	0.04	25.39	318834	2409	253030	0.01	402572	0	0	0	0	305674	518222	0	0	139997	0	19136
"7211_PRI_5_E7_P4"	"7211"	"PRI"	5	"E7"	"P4"	"CD56+ CD127-"	46.96	167525	881	1.33	1.66	27.58	245.87	0.01	0.38	250	168	164359	165865	232606	50	0	0	495326	50	0.01	0.01	25.44	125990	611	136630	0.01	158574	0	0	0	0	84083	222626	0	0	36935	0	7541
"7211_PRI_5_E8_P4"	"7211"	"PRI"	5	"E8"	"P4"	"CD56+ CD127-"	56.37	525842	2878	1.3	1.63	8.99	244.22	0.01	0.37	250	633	511998	519131	828268	45	0	0	1469402	294	0.01	0.02	34.63	508795	3200	132000	0	490202	0	0	0	0	508393	778886	0	0	137360	0	29554
"7211_PRI_5_E9_P4"	"7211"	"PRI"	5	"E9"	"P4"	"CD56+ CD127-"	62.15	316237	1727	1.3	1.53	10.12	245.11	0.01	0.36	250	214	308929	312575	508192	20	0	0	817641	82	0.01	0.01	27.71	226565	1721	82782	0	322953	0	0	0	0	208829	389290	0	0	81301	0	13300
"7211_PRI_5_E10_P4"	"7211"	"PRI"	5	"E10"	"P4"	"CD56+ CD127-"	62.14	269932	1677	1.33	1.52	8.34	245.15	0.01	0.37	250	166	264728	266918	374352	19	0	0	602434	60	0.01	0.01	29.51	177791	1171	50212	0	251255	0	0	0	0	148423	304075	0	0	48231	0	12660
"7211_PRI_5_E11_P4"	"7211"	"PRI"	5	"E11"	"P4"	"CD56+ CD127-"	51.69	208336	1104	1.35	1.61	18.43	244.79	0.01	0.34	250	128	200981	205389	489345	201	0	0	946680	757	0.01	0.08	29.78	281890	1715	174487	0.02	273628	0	0	0	0	264559	462728	0	0	101342	0	12453
"7211_PRI_5_F1_P4"	"7211"	"PRI"	5	"F1"	"P4"	"CD56+ CD127-"	59.9	207329	1225	1.32	1.71	10.28	245.4	0.01	0.41	250	159	200844	204533	325869	41	0	0	544051	163	0.01	0.03	29.78	162043	1412	55935	0.01	207970	0	0	0	0	118352	301327	0	0	61474	0	10398
"7211_PRI_5_F2_P4"	"7211"	"PRI"	5	"F2"	"P4"	"CD56+ CD127-"	55.18	74416	447	1.36	1.61	16.35	245.08	0.01	0.47	250	72	71854	73662	103054	1	0	0	186758	0	0.01	0	28.46	53151	235	30552	0	71204	0	0	0	0	25897	104804	0	0	17115	0	4022
"7211_PRI_5_F3_P4"	"7211"	"PRI"	5	"F3"	"P4"	"CD56+ CD127-"	55.89	307121	1981	1.3	1.57	15.83	245.39	0.01	0.37	250	265	301226	303477	415812	96	0	0	744049	74	0.01	0.01	28.26	210276	1398	117791	0.01	281556	0	0	0	0	176916	351746	0	0	54115	0	12634
"7211_PRI_5_F4_P4"	"7211"	"PRI"	5	"F4"	"P4"	"CD56+ CD127-"	51.45	202344	1344	1.32	1.54	20.41	245.66	0.01	0.38	250	162	196368	199650	331980	43	0	0	645225	129	0.01	0.02	28.11	181375	1188	131698	0.01	218732	0	0	0	0	138518	308533	0	0	53863	0	10279
"7211_PRI_5_F5_P4"	"7211"	"PRI"	5	"F5"	"P4"	"CD56+ CD127-"	64.55	313105	1682	1.28	1.54	11.99	244.99	0.01	0.34	250	158	305265	309830	518953	10	0	0	803951	0	0.01	0	23.46	188575	1435	96413	0	320409	0	0	0	0	192665	333543	0	0	85829	0	13910
"7211_PRI_5_F6_P4"	"7211"	"PRI"	5	"F6"	"P4"	"CD56+ CD127-"	58.45	456363	2320	1.29	1.54	18.76	245.47	0.01	0.36	250	419	447345	451650	594087	14	0	0	1016414	102	0.01	0.01	22.78	231528	1974	190683	0	396885	0	0	0	0	217936	397040	0	0	81453	0	17670
"7211_PRI_5_F7_P4"	"7211"	"PRI"	5	"F7"	"P4"	"CD56+ CD127-"	61.11	407199	2763	1.29	1.56	8.21	245.28	0.01	0.34	250	412	397837	401642	683551	105	0	0	1118485	224	0.01	0.02	30.65	342852	2382	91753	0.01	422670	0	0	0	0	326202	553733	0	0	118597	0	19733
"7211_PRI_5_F8_P4"	"7211"	"PRI"	5	"F8"	"P4"	"CD56+ CD127-"	55.27	271729	1568	1.29	1.77	16.7	245.09	0.01	0.38	250	223	264444	268767	408922	12	0	0	739884	0	0.01	0	28.03	207394	1171	123556	0	266287	0	0	0	0	175281	361872	0	0	59043	0	13536
"7211_PRI_5_F9_P4"	"7211"	"PRI"	5	"F9"	"P4"	"CD56+ CD127-"	63.69	353020	2127	1.28	1.61	11.63	244.97	0.01	0.36	250	324	345006	349062	552610	40	0	0	867593	174	0.01	0.02	24.65	213866	1507	100903	0	335574	0	0	0	0	207202	365129	0	0	103277	0	16306
"7211_PRI_5_F10_P4"	"7211"	"PRI"	5	"F10"	"P4"	"CD56+ CD127-"	59.54	230957	1677	1.34	1.56	16.76	245.33	0.01	0.37	250	190	224449	227383	399142	18	0	0	670351	67	0.01	0.01	23.68	158770	1707	112354	0	249325	0	0	0	0	142318	277734	0	0	73296	0	8900
"7211_PRI_5_F11_P4"	"7211"	"PRI"	5	"F11"	"P4"	"CD56+ CD127-"	69.88	56138	401	1.23	1.31	12.73	243.81	0.01	0.5	250	64	54627	55356	245395	56	0	0	351145	246	0.01	0.07	17.3	60745	317	44703	0.02	133888	0	0	0	0	85348	119070	0	0	40833	0	5274
"7211_PRI_5_G1_P4"	"7211"	"PRI"	5	"G1"	"P4"	"CD56+ CD127-"	53.06	182761	949	1.31	1.62	22.97	245.62	0.01	0.43	250	141	179041	180950	245397	19	0	0	462499	46	0.01	0.01	23.96	110792	721	106245	0	167148	0	0	0	0	78307	202993	0	0	36554	0	7670
"7211_PRI_5_G2_P4"	"7211"	"PRI"	5	"G2"	"P4"	"CD56+ CD127-"	49.74	103643	845	1.41	1.77	30.77	245.69	0.01	0.38	250	133	100590	101941	207667	54	0	0	417533	42	0.01	0.01	19.47	81288	724	128482	0.01	132877	0	0	0	0	53718	166042	0	0	44110	0	5335
"7211_PRI_5_G3_P4"	"7211"	"PRI"	5	"G3"	"P4"	"CD56+ CD127-"	53.13	88444	626	1.36	1.49	12.98	245.14	0.01	0.46	250	74	86739	87546	107586	10	0	0	202502	20	0.01	0.01	33.88	68613	198	26273	0	76051	0	0	0	0	36478	130172	0	0	13568	0	4611
"7211_PRI_5_G4_P4"	"7211"	"PRI"	5	"G4"	"P4"	"CD56+ CD127-"	41.95	87191	638	1.36	1.61	39.88	245.27	0.01	0.39	250	23	84575	85947	208589	14	0	0	497177	99	0.01	0.02	18.14	90164	583	198311	0	124609	0	0	0	0	69463	163553	0	0	45197	0	4171
"7211_PRI_5_G5_P4"	"7211"	"PRI"	5	"G5"	"P4"	"CD56+ CD127-"	54.5	265073	1289	1.37	1.58	20.25	245.14	0.01	0.36	250	153	258228	262502	373879	32	0	0	686002	69	0.01	0.01	25.24	173161	1129	138861	0	248166	0	0	0	0	143308	300765	0	0	53549	0	12076
"7211_PRI_5_G6_P4"	"7211"	"PRI"	5	"G6"	"P4"	"CD56+ CD127-"	53.8	270986	1677	1.37	2.02	16.91	244.83	0.02	0.37	250	203	265565	267767	386109	20	0	0	717725	72	0.01	0.01	29.28	210160	1339	121364	0	249761	0	0	0	0	175842	355029	0	0	58660	0	13330
"7211_PRI_5_G7_P4"	"7211"	"PRI"	5	"G7"	"P4"	"CD56+ CD127-"	61.02	269892	1646	1.28	1.52	11.95	245.57	0.01	0.37	250	158	265482	267032	378036	17	0	0	619559	62	0.01	0.01	27.02	167411	1056	74033	0	257828	0	0	0	0	136535	287055	0	0	52324	0	11786
"7211_PRI_5_G8_P4"	"7211"	"PRI"	5	"G8"	"P4"	"CD56+ CD127-"	55.21	268873	1817	1.3	1.5	16.65	244.83	0.01	0.37	250	201	263708	265544	391487	26	0	0	709090	71	0.01	0.01	28.12	199425	1311	118081	0	255539	0	0	0	0	166392	337402	0	0	60382	0	13112
"7211_PRI_5_G9_P4"	"7211"	"PRI"	5	"G9"	"P4"	"CD56+ CD127-"	57.47	282408	1528	1.33	1.57	15.69	244.84	0.01	0.35	250	259	277198	279704	428028	86	0	0	744846	149	0.01	0.02	26.81	199660	917	116923	0.01	261485	0	0	0	0	186066	347744	0	0	71476	0	12101
"7211_PRI_5_G10_P4"	"7211"	"PRI"	5	"G10"	"P4"	"CD56+ CD127-"	52.92	172703	1110	1.4	1.49	22.31	245.36	0.01	0.35	250	71	167167	170532	325158	7	0	0	614376	61	0.01	0.01	24.76	152104	990	137046	0	202146	0	0	0	0	127260	263812	0	0	57869	0	9373
"7211_PRI_5_G11_P4"	"7211"	"PRI"	5	"G11"	"P4"	"CD56+ CD127-"	58.82	144480	881	1.39	1.62	19.98	245.21	0.01	0.34	250	76	139542	142395	291104	26	0	0	494923	148	0.01	0.03	21.17	104764	1128	98881	0.01	173517	0	0	0	0	86730	194813	0	0	64797	0	7429
"7211_PRI_5_H1_P4"	"7211"	"PRI"	5	"H1"	"P4"	"CD56+ CD127-"	54.54	202580	1191	1.42	1.58	20.61	245.82	0.01	0.34	250	88	196389	199975	489956	34	0	0	898298	0	0.01	0	24.84	223171	1326	185137	0	291072	0	0	0	0	205917	403908	0	0	95527	0	12152
"7211_PRI_5_H2_P4"	"7211"	"PRI"	5	"H2"	"P4"	"CD56+ CD127-"	26.91	90782	604	1.25	1.47	58.91	245.03	0.01	0.51	250	76	88222	89925	105594	15	0	0	392426	0	0.01	0	14.17	55620	177	231197	0	75856	0	0	0	0	26869	111833	0	0	14137	0	4930
"7211_PRI_5_H3_P4"	"7211"	"PRI"	5	"H3"	"P4"	"CD56+ CD127-"	48.71	217744	1558	1.33	1.53	22.16	244.71	0.01	0.33	250	291	210469	213963	589730	38	0	0	1210595	121	0.01	0.01	29.11	352456	1932	268250	0	317687	0	0	0	0	347231	556977	0	0	128660	0	14371
"7211_PRI_5_H4_P4"	"7211"	"PRI"	5	"H4"	"P4"	"CD56+ CD127-"	54.29	293111	1729	1.34	1.56	21.53	245.48	0.01	0.39	250	262	286377	289884	427367	34	0	0	787245	0	0.01	0	24.18	190320	1236	169524	0	281598	0	0	0	0	160061	334630	0	0	63099	0	14254
"7211_PRI_5_H5_P4"	"7211"	"PRI"	5	"H5"	"P4"	"CD56+ CD127-"	58.53	578450	3552	1.33	1.45	15.46	245.36	0.01	0.35	250	345	565803	571910	815863	100	0	0	1393932	139	0.01	0.01	25.99	362272	2643	215558	0.01	521744	0	0	0	0	384053	576098	0	0	107256	0	24046
"7211_PRI_5_H6_P4"	"7211"	"PRI"	5	"H6"	"P4"	"CD56+ CD127-"	47.74	251068	1414	1.42	1.62	29.36	245.53	0.01	0.38	250	281	242476	247827	445835	45	0	0	933971	93	0.01	0.01	22.89	213805	1546	274193	0	273078	0	0	0	0	184002	377772	0	0	83735	0	11707
"7211_PRI_5_H7_P4"	"7211"	"PRI"	5	"H7"	"P4"	"CD56+ CD127-"	54.58	227176	1790	1.3	1.46	20.21	244.81	0.01	0.34	250	55	218596	223414	538126	24	0	0	985936	197	0.01	0.02	25.19	248334	1917	199255	0	302916	0	0	0	0	242777	431373	0	0	114279	0	14343
"7211_PRI_5_H8_P4"	"7211"	"PRI"	5	"H8"	"P4"	"CD56+ CD127-"	52.91	324261	2251	1.38	1.57	19.08	244.9	0.01	0.34	250	265	314127	319062	744449	256	0	0	1407001	1266	0.01	0.09	27.91	392681	2683	268349	0.02	405187	0	0	0	0	389263	615461	0	0	172023	0	21931
"7211_PRI_5_H9_P4"	"7211"	"PRI"	5	"H9"	"P4"	"CD56+ CD127-"	53.7	158242	835	1.35	1.57	20.84	245.41	0.01	0.37	250	147	153004	156566	311269	79	0	0	579632	290	0.01	0.05	25.4	147208	694	120786	0.01	194774	0	0	0	0	116287	275052	0	0	57345	0	7443
"7211_PRI_5_H10_P4"	"7211"	"PRI"	5	"H10"	"P4"	"CD56+ CD127-"	9.7	56219	354	1.35	1.65	86.94	244.81	0.01	0.41	250	56	54774	55668	81561	5	0	0	840583	0	0.01	0	3.35	28171	141	730846	0	57019	0	0	0	0	14332	63613	0	0	12951	0	2865
"7211_PRI_5_H11_P4"	"7211"	"PRI"	5	"H11"	"P4"	"CD56+ CD127-"	62.47	22849	122	1.39	1.39	17.23	245.3	0.01	0.4	250	26	22370	22592	40179	7	0	0	64318	6	0.01	0.01	20.28	13042	109	11084	0.01	27802	0	0	0	0	6482	27042	0	0	6905	0	926
"7211_MET_6_A1_P1"	"7211"	"MET"	6	"A1"	"P1"	"CD56+ CD127-"	66.76	74765	620	1.27	1.64	9.69	245.59	0.01	0.37	250	45	72501	73679	194889	11	0	0	291904	29	0.01	0.01	23.53	68682	421	28293	0	121719	0	0	0	0	52787	140663	0	0	38746	0	3908
"7211_MET_6_A3_P1"	"7211"	"MET"	6	"A3"	"P1"	"CD56+ CD127-"	61.1	90716	482	1.32	1.52	7.47	245.57	0.01	0.44	250	66	88318	89902	133217	34	0	0	218042	0	0.01	0	31.42	68505	266	16286	0.02	90049	0	0	0	0	42282	129283	0	0	20129	0	4061
"7211_MET_6_A4_P1"	"7211"	"MET"	6	"A4"	"P1"	"CD56+ CD127-"	65.5	28831	200	1.26	1.4	13.04	244.51	0.01	0.48	250	17	28078	28504	66255	30	0	0	101156	81	0.01	0.08	21.36	21607	110	13183	0.03	42492	0	0	0	0	11781	47351	0	0	15267	0	1615
"7211_MET_6_A5_P1"	"7211"	"MET"	6	"A5"	"P1"	"CD56+ CD127-"	56.82	100899	574	1.29	1.53	7.91	245.11	0.01	0.41	250	50	97784	99913	162258	11	0	0	285590	29	0.01	0.01	35.26	100690	362	22602	0	104386	0	0	0	0	64486	181209	0	0	29317	0	4600
"7211_MET_6_A6_P1"	"7211"	"MET"	6	"A6"	"P1"	"CD56+ CD127-"	63.99	28922	151	1.34	1.63	12	245.69	0.01	0.48	250	14	27810	28692	41560	3	0	0	64951	6	0.01	0.01	23.99	15583	65	7799	0	28790	0	0	0	0	7551	35307	0	0	6740	0	1386
"7211_MET_6_A7_P1"	"7211"	"MET"	6	"A7"	"P1"	"CD56+ CD127-"	61.53	111783	608	1.32	1.49	8.04	245.87	0.01	0.39	250	71	109420	110834	166024	18	0	0	269812	27	0.01	0.01	30.41	82054	270	21689	0.01	112834	0	0	0	0	53469	149459	0	0	25352	0	5478
"7211_MET_6_A8_P1"	"7211"	"MET"	6	"A8"	"P1"	"CD56+ CD127-"	65.81	65247	371	1.26	1.76	10.2	245.37	0.01	0.44	250	43	63071	64431	103032	5	0	0	156559	78	0.01	0.05	23.93	37468	402	15976	0	68779	0	0	0	0	21871	75990	0	0	19367	0	2254
"7211_MET_6_A9_P1"	"7211"	"MET"	6	"A9"	"P1"	"CD56+ CD127-"	60.81	90108	531	1.32	1.46	7.75	245.47	0.01	0.45	250	58	87656	89317	116490	18	0	0	191557	19	0.01	0.01	31.42	60178	202	14852	0.01	82263	0	0	0	0	32177	115814	0	0	16340	0	4262
"7211_MET_6_A10_P1"	"7211"	"MET"	6	"A10"	"P1"	"CD56+ CD127-"	63.06	140153	842	1.34	1.74	7.36	245.45	0.01	0.44	250	63	136686	138723	195436	20	0	0	309929	31	0.01	0.01	29.56	91610	525	22832	0.01	136130	0	0	0	0	61447	172183	0	0	24926	0	6377
"7211_MET_6_A11_P1"	"7211"	"MET"	6	"A11"	"P1"	"CD56+ CD127-"	63.98	50607	302	1.33	1.68	9.74	245.13	0.01	0.46	250	33	49013	50146	75467	7	0	0	117948	12	0.01	0.01	26.26	30974	126	11488	0.01	52335	0	0	0	0	14193	66523	0	0	13087	0	2455
"7211_MET_6_A12_P1"	"7211"	"MET"	6	"A12"	"P1"	"CD56+ CD127-"	66.43	24824	199	1.4	1.53	11.6	245.45	0.01	0.4	250	13	24184	24537	51470	11	0	0	77481	39	0.01	0.05	21.91	16975	75	8986	0.01	34152	0	0	0	0	8593	36872	0	0	10336	0	1294
"7211_MET_6_B1_P1"	"7211"	"MET"	6	"B1"	"P1"	NA	39.91	4016	69	1.27	1.41	10.36	242.47	0.01	0.57	250	0	3684	3877	74313	46	0	0	186221	149	0.01	0.08	49.62	92409	70	19304	0.02	36673	0	0	0	0	53551	159296	0	0	22793	0	605
"7211_MET_6_B2_P1"	"7211"	"MET"	6	"B2"	"P1"	NA	63.4	54117	262	1.37	1.53	9.42	245.73	0.01	0.44	250	9	52533	53607	88223	24	0	0	139148	97	0.01	0.07	27.1	37704	239	13100	0.02	60001	0	0	0	0	18947	75689	0	0	16093	0	2662
"7211_MET_6_B3_P1"	"7211"	"MET"	6	"B3"	"P1"	NA	75.03	193	0	1.16	1.48	24.49	244.8	0.01	0.27	250	0	187	188	24168	1	0	0	32210	0	0.01	0	0.47	152	5	7889	0	18811	0	0	0	0	4993	391	0	0	383	0	8
"7211_MET_6_B4_P1"	"7211"	"MET"	6	"B4"	"P1"	NA	58.9	50324	241	1.41	1.48	9.55	244.83	0.01	0.53	250	18	48507	50000	65602	12	0	0	111387	0	0.01	0	31.54	35131	65	10642	0.01	46543	0	0	0	0	15397	71998	0	0	9921	0	2173
"7211_MET_6_B5_P1"	"7211"	"MET"	6	"B5"	"P1"	"CD56+ CD127-"	76.71	96	0	1.25	1.76	23.01	244.95	0.01	0.25	250	0	78	79	45095	0	0	0	58789	0	0.01	0	0.28	166	17	13528	0	32925	0	0	0	0	12066	356	0	0	128	0	6
"7211_MET_6_B6_P1"	"7211"	"MET"	6	"B6"	"P1"	"CD56+ CD127-"	60.73	121082	712	1.37	1.51	7.42	245.8	0.01	0.4	250	63	117095	119651	199585	38	0	0	328638	66	0.01	0.02	31.82	104561	656	24388	0.01	128722	0	0	0	0	70541	186603	0	0	37135	0	6443
"7211_MET_6_B7_P1"	"7211"	"MET"	6	"B7"	"P1"	"CD56+ CD127-"	62.93	138411	1162	1.37	1.57	7.91	245.69	0.01	0.37	250	93	134560	136471	226025	21	0	0	359179	36	0.01	0.01	29.15	104713	685	28384	0.01	151397	0	0	0	0	73445	192741	0	0	37877	0	6633
"7211_MET_6_B8_P1"	"7211"	"MET"	6	"B8"	"P1"	"CD56+ CD127-"	75.54	1378	3	1.25	1.53	23.13	244.97	0.01	0.26	250	0	1328	1330	34715	1	0	0	45953	0	0.01	0	1.32	608	45	10629	0	26506	0	0	0	0	7945	1391	0	0	167	0	152
"7211_MET_6_B9_P1"	"7211"	"MET"	6	"B9"	"P1"	"CD56+ CD127-"	65.68	39818	364	1.34	1.58	10.83	245.59	0.01	0.37	250	32	38534	39171	108105	7	0	0	164583	0	0.01	0	23.48	38652	251	17819	0	68603	0	0	0	0	25752	77703	0	0	21737	0	2095
"7211_MET_6_B10_P1"	"7211"	"MET"	6	"B10"	"P1"	"CD56+ CD127-"	66.15	53698	369	1.41	1.61	9.77	245.67	0.01	0.42	250	68	51824	53013	102258	20	0	0	154594	62	0.01	0.04	24.03	37153	248	15101	0.01	65543	0	0	0	0	21519	74560	0	0	22237	0	2475
"7211_MET_6_B11_P1"	"7211"	"MET"	6	"B11"	"P1"	"CD56+ CD127-"	61.22	48168	287	1.41	1.61	11.26	245.17	0.01	0.47	250	25	47318	47797	59166	3	0	0	96638	10	0.01	0.01	27.51	26584	59	10875	0	42898	0	0	0	0	11582	54114	0	0	8225	0	2321
"7211_MET_6_B12_P1"	"7211"	"MET"	6	"B12"	"P1"	"CD56+ CD127-"	64.43	89266	571	1.37	1.52	7.75	245.66	0.01	0.48	250	48	86487	88428	122807	23	0	0	190603	19	0.01	0.01	27.79	52966	219	14788	0.01	85754	0	0	0	0	29372	109538	0	0	18815	0	4041
"7211_MET_6_C1_P1"	"7211"	"MET"	6	"C1"	"P1"	NA	58.83	10314	59	1.25	1.64	10.26	244.6	0.01	0.37	250	5	10115	10234	13790	0	0	0	23440	9	0.01	0.04	30.87	7235	16	2406	0	10229	0	0	0	0	1722	15210	0	0	2212	0	426
"7211_MET_6_C2_P1"	"7211"	"MET"	6	"C2"	"P1"	NA	62.89	28209	171	1.45	1.67	10.23	245.52	0.01	0.41	250	33	27130	27933	64865	15	0	0	103137	52	0.01	0.05	26.82	27660	72	10545	0.01	41595	0	0	0	0	13391	55798	0	0	14459	0	1690
"7211_MET_6_C3_P1"	"7211"	"MET"	6	"C3"	"P1"	NA	46.57	12677	126	1.38	1.56	8.37	244.26	0.01	0.38	250	25	12115	12355	69922	27	0	0	150139	45	0.01	0.03	45.01	67582	171	12563	0.02	35688	0	0	0	0	36656	120890	0	0	22420	0	828
"7211_MET_6_C4_P1"	"7211"	"MET"	6	"C4"	"P1"	NA	63.35	50447	316	1.36	1.59	9.49	245.53	0.01	0.45	250	34	48929	49987	78805	11	0	0	124390	12	0.01	0.01	27.14	33758	110	11804	0.01	53918	0	0	0	0	16741	67317	0	0	14150	0	2135
"7211_MET_6_C5_P1"	"7211"	"MET"	6	"C5"	"P1"	NA	64.67	34437	206	1.32	1.64	11	245.38	0.01	0.44	250	19	33487	34129	53113	8	0	0	82129	8	0.01	0.01	24.3	19959	83	9041	0.01	37035	0	0	0	0	9317	42403	0	0	8636	0	1724
"7211_MET_6_C6_P1"	"7211"	"MET"	6	"C6"	"P1"	NA	67.16	45406	228	1.37	1.53	9.32	245.74	0.01	0.46	250	44	43999	45036	66337	5	0	0	98774	20	0.01	0.02	23.5	23210	98	9202	0.01	47241	0	0	0	0	11178	48366	0	0	10344	0	2105
"7211_MET_6_C7_P1"	"7211"	"MET"	6	"C7"	"P1"	NA	78.06	114	1	1.23	1.34	21.72	245.03	0.01	0.26	250	0	101	106	69556	1	0	0	89108	0	0.01	0	0.22	194	7	19357	0	47266	0	0	0	0	22123	438	0	0	202	0	12
"7211_MET_6_C8_P1"	"7211"	"MET"	6	"C8"	"P1"	NA	74.12	77716	468	1.34	1.74	8.67	246.11	0.01	0.4	250	64	75312	76864	153409	21	0	0	206983	62	0.01	0.03	17.17	35548	320	17943	0.01	100457	0	0	0	0	24601	75148	0	0	32352	0	3844
"7211_MET_6_C9_P1"	"7211"	"MET"	6	"C9"	"P1"	NA	58.16	85526	495	1.32	1.5	9.06	245.39	0.01	0.39	250	87	83740	84633	114027	5	0	0	196048	20	0.01	0.01	32.77	64239	311	17757	0	80580	0	0	0	0	36913	118018	0	0	15163	0	3795
"7211_MET_6_C10_P1"	"7211"	"MET"	6	"C10"	"P1"	NA	61.66	55415	327	1.42	1.7	9.42	245.05	0.01	0.53	250	23	53333	54957	74620	3	0	0	121016	0	0.01	0	28.92	34992	108	11401	0	52843	0	0	0	0	17074	71274	0	0	10641	0	2715
"7211_MET_6_C11_P1"	"7211"	"MET"	6	"C11"	"P1"	NA	71.74	111083	543	1.32	1.6	8.16	245.95	0.01	0.42	250	148	107659	109810	204808	32	0	0	285467	57	0.01	0.02	20.06	57269	582	23301	0.01	134724	0	0	0	0	42851	115434	0	0	36825	0	6490
"7211_MET_6_C12_P1"	"7211"	"MET"	6	"C12"	"P1"	NA	64.1	121453	644	1.34	1.56	9.58	245.11	0.01	0.38	250	110	118307	120196	232504	46	0	0	362728	145	0.01	0.04	26.27	95287	503	34746	0.01	144121	0	0	0	0	72817	190874	0	0	45369	0	5892
"7211_MET_6_D1_P1"	"7211"	"MET"	6	"D1"	"P1"	NA	57.7	49061	327	1.32	1.76	9.19	244.71	0.01	0.57	250	51	47441	48558	70699	4	0	0	122527	0	0.01	0	33.1	40558	125	11266	0	48527	0	0	0	0	17661	81113	0	0	12817	0	2042
"7211_MET_6_D2_P1"	"7211"	"MET"	6	"D2"	"P1"	NA	51.01	25385	145	1.39	1.78	27.96	245.22	0.01	0.52	250	19	24346	25103	54622	34	0	0	107078	11	0.01	0.01	20.98	22463	118	29948	0.03	34872	0	0	0	0	9421	47488	0	0	13260	0	1284
"7211_MET_6_D3_P1"	"7211"	"MET"	6	"D3"	"P1"	NA	77.36	2732	1	1.17	1.33	21.01	245.07	0.01	0.29	250	31	2678	2654	86025	1	0	0	111199	0	0.01	0	1.62	1806	46	23367	0	58590	0	0	0	0	26548	4297	0	0	855	0	200
"7211_MET_6_D4_P1"	"7211"	"MET"	6	"D4"	"P1"	NA	70.26	32949	272	1.4	1.5	10.39	245.84	0.01	0.43	250	32	31878	32511	86743	3	0	0	123456	136	0.01	0.11	19.23	23741	134	12833	0	54528	0	0	0	0	14060	50682	0	0	20948	0	1648
"7211_MET_6_D5_P1"	"7211"	"MET"	6	"D5"	"P1"	NA	71.58	52268	284	1.36	1.88	10.43	245.61	0.01	0.47	250	54	50194	51742	96421	27	0	0	134697	27	0.01	0.02	17.94	24171	188	14051	0.02	65120	0	0	0	0	14713	53187	0	0	18553	0	2357
